campaign_id,customer_id,channel,campaign_date,impressions,clicks,conversions,spend,revenue,retained
1059,19964,Google Ads,02/02/2023,3502,2695,0,117.1,0,0
1034,17506,Affiliate,20/10/2024,4822,3289,0,314.61,0,0
1016,18262,Facebook,21/02/2023,9738,,0,,0,1
1019,11536,Email,28/06/2023,4845,3600,0,369.64,0,0
1086,17333,Email,30/05/2024,444,1783,0,347.65,0,1
1065,10541,Instagram,30/09/2023,6922,1852,0,412.66,0,0
1077,13495,Google Ads,22/08/2024,8920,2444,0,447.41,0,0
1037,14499,Google Ads,02/12/2024,8346,4416,0,496.52,0,1
1065,10665,Affiliate,28/12/2024,1501,2196,0,492.15,0,0
1089,12731,Facebook,22/03/2024,9531,3635,0,249.62,0,0
1082,15255,Google Ads,17/02/2023,7643,378,0,,0,0
1048,15280,Affiliate,20/06/2024,5748,1397,0,263.13,0,0
1089,12045,Facebook,24/07/2023,3816,3295,0,271.91,0,1
1052,19083,Email,22/04/2024,5087,1468,1,259.98,649.26,0
1009,14621,Instagram,12/12/2023,3222,2310,0,151.51,0,0
1062,14050,Email,28/10/2023,5723,2310,0,430.41,0,0
1067,18502,Facebook,11/06/2023,5160,4767,0,467.6,0,0
1000,13285,Affiliate,17/09/2024,6571,1068,0,297.23,0,0
1086,19599,SEO,24/08/2023,1217,2141,0,153.2,0,0
1041,15924,Email,13/03/2024,8323,1818,1,267.49,620.39,0
1066,12705,SEO,23/07/2024,8870,1600,0,399.25,0,1
1032,14365,Affiliate,15/04/2024,9447,1714,0,68.12,0,0
1045,11415,SEO,29/04/2024,1984,3455,1,342.55,856.87,0
1093,15748,SEO,25/12/2024,8452,1156,0,254.48,0,0
1026,19732,Email,24/11/2023,8595,2733,1,479.52,1420.07,0
1005,10348,SEO,21/11/2024,4245,1761,0,106.09,0,0
1033,12459,Email,04/01/2024,7114,2491,0,93.02,0,0
1009,13044,Affiliate,12/04/2023,9882,4342,0,284.1,0,1
1058,12363,Email,29/07/2024,4004,1833,0,39.64,0,1
1039,17714,Google Ads,20/05/2023,8797,3105,0,372.94,0,0
1092,16167,Facebook,30/11/2023,2253,3931,0,320.45,0,0
1061,18626,Google Ads,17/01/2024,4805,3650,0,209.69,0,0
1081,15607,SEO,03/03/2023,1830,2426,0,292.55,0,0
1054,12690,SEO,07/05/2023,9506,747,0,198.64,0,0
1047,17641,Google Ads,29/03/2024,1019,4287,0,429.89,0,0
1045,11354,Google Ads,16/11/2024,857,2485,0,494.91,0,0
1040,11938,Affiliate,24/05/2024,6701,2147,1,422.94,886.36,0
1073,19063,Facebook,09/08/2023,4198,645,0,,0,0
1017,15281,Email,06/12/2023,8463,2155,0,431.52,0,0
1073,11639,Instagram,09/08/2023,7519,3482,0,147.92,0,0
1023,19262,SEO,04/11/2024,8064,3206,0,245.33,0,0
1023,17848,Google Ads,26/01/2023,9584,2661,0,286.35,0,0
1015,15617,Google Ads,29/08/2023,3338,1035,0,104.59,0,0
1004,13413,Facebook,15/09/2024,6916,929,0,12.68,0,1
1091,14555,Email,22/05/2023,4924,4261,0,365.51,0,1
1090,15777,Email,28/12/2024,9587,2635,1,127.58,262.07,0
1072,12276,Affiliate,13/02/2024,6392,289,0,179.68,0,0
1082,11523,Instagram,09/02/2024,2904,824,0,302.78,0,1
1082,11631,Instagram,16/08/2024,9089,4267,0,231.01,0,0
1010,13137,Google Ads,23/12/2023,367,4460,0,416.39,0,1
1062,14511,Instagram,28/11/2023,8251,4486,0,181.56,0,0
1072,10480,Facebook,07/09/2023,4113,1943,0,210.6,0,0
1057,17550,Instagram,27/06/2023,2812,3500,0,140.44,0,0
1091,16193,,11/01/2024,8933,4856,1,200.27,319.37,0
1025,19145,Email,28/03/2023,683,3487,1,332.69,845.71,0
1087,10951,Affiliate,07/06/2024,5042,3836,0,192.67,0,0
1052,14477,Google Ads,02/09/2024,5915,4995,1,292.72,411.56,0
1095,18524,Instagram,15/01/2026,9658,2971,0,40.77,0,1
1060,19779,Affiliate,23/04/2024,8920,4932,0,401.24,0,0
1002,10116,Google Ads,21/10/2024,1591,1620,0,27.18,0,0
1095,10449,SEO,30/08/2023,5068,4705,0,,0,0
1099,14318,Affiliate,03/02/2023,642,2301,0,155.8,0,1
1065,17689,Affiliate,03/04/2024,7163,4919,0,394.24,0,0
1024,17444,Affiliate,18/04/2023,6899,1703,0,238.15,0,0
1012,12205,Instagram,28/02/2024,5520,804,0,227.68,0,0
1063,16652,Facebook,12/08/2024,7012,1698,0,485.28,0,0
1012,13466,Instagram,16/06/2024,5759,2281,0,466.49,0,0
1059,13888,Email,16/07/2024,6665,461,1,88.48,229.05,0
1055,12513,Instagram,20/11/2023,2576,1702,0,100.32,0,0
1082,14925,Affiliate,23/02/2024,3769,4399,0,481.49,0,0
1052,18444,Facebook,30/07/2023,4532,1627,0,361.1,0,0
1029,15612,Instagram,29/11/2024,4107,1499,0,170.62,0,1
1069,17523,Instagram,17/12/2024,1228,844,0,365.18,0,0
1046,14722,Google Ads,25/10/2024,3813,594,0,50.58,0,0
1054,11600,Google Ads,05/03/2024,3674,1533,0,331.21,0,0
1092,17156,Instagram,01/10/2024,6548,2831,0,7.62,0,1
1002,15326,Affiliate,14/11/2024,3624,3507,0,33.83,0,0
1017,11002,instagram,12/10/2023,2569,2526,0,101.99,0,1
1052,15588,Google Ads,12/07/2023,9133,2338,0,427.73,0,0
1032,16691,Instagram,14/12/2023,2644,391,0,-293.38,0,0
1069,10106,Facebook,30/10/2023,7755,3347,0,385.47,0,0
1075,16729,Email,05/07/2024,3351,1109,0,475.24,0,0
1006,16395,Google Ads,31/07/2024,564,4722,0,30.05,0,0
1038,17632,Affiliate,28/04/2023,8930,4436,0,267.93,0,1
1010,13118,Affiliate,26/11/2024,6080,4349,0,403.69,0,0
1088,17351,SEO,19/10/2024,4782,2829,0,132.86,0,0
1028,18663,Google Ads,03/12/2024,3278,1123,0,378.66,0,1
1021,15539,Affiliate,11/05/2023,8595,4662,0,138.31,0,0
1098,15327,Email,27/02/2023,3671,4018,0,9.16,0,0
1055,11906,Facebook,23/10/2024,673,554,1,121.47,272.12,0
1058,18567,Facebook,12/11/2023,6979,3889,0,128.62,0,0
1051,11820,Instagram,08/01/2023,5794,4732,0,121.61,0,1
1018,17084,Google Ads,31/10/2023,2152,3555,0,5.51,0,0
1032,10938,Affiliate,02/06/2023,3974,2962,0,463.81,0,0
1015,13462,SEO,18/11/2024,9758,4202,0,196.67,0,1
1080,18522,Instagram,15/09/2023,9866,2816,0,494.02,0,0
1045,12620,Affiliate,17/11/2024,2456,1266,0,348.09,0,0
1006,10390,Google Ads,02/03/2024,3093,4409,0,485.06,0,0
1044,12954,Facebook,25/08/2023,1047,3973,0,450.34,0,1
1024,13917,Facebook,27/03/2023,5415,3649,0,199.03,0,0
1056,11298,SEO,31/01/2024,6688,2365,0,207.41,0,0
1064,11340,SEO,25/11/2024,2657,2601,0,32.79,0,1
1037,16141,,10/06/2024,1125,3642,0,297.01,0,1
1032,14200,SEO,08/05/2024,6472,1824,1,432.89,633.09,1
1010,10303,Facebook,04/11/2024,9170,-215,0,318.62,0,0
1035,11767,Google Ads,06/12/2023,1925,1315,0,363.25,0,1
1017,19464,SEO,21/05/2023,9494,1045,0,491.37,0,1
1037,16131,Facebook,26/09/2024,7167,4042,0,34.54,0,0
1025,10470,Affiliate,02/09/2024,7330,2425,0,33.59,0,0
1041,16874,SEO,25/09/2024,5057,2701,1,146.98,261.63,0
1014,19583,Email,13/05/2024,5373,4751,0,199.86,0,0
1053,17938,Google Ads,30/05/2024,1795,4626,0,229.68,0,0
1050,13811,Facebook,03/06/2024,8035,2322,0,378.24,0,1
1053,16792,Affiliate,13/08/2023,758,2580,0,64.57,0,0
1003,14682,Email,14/09/2024,1646,257,0,14.77,0,0
1087,18168,Google Ads,16/04/2024,5359,3429,0,349.45,0,1
1028,15413,Facebook,18/01/2024,610,968,0,268.67,0,1
1089,18100,Instagram,24/09/2023,7042,3792,0,141.48,0,0
1041,16742,Affiliate,15/08/2024,185,1788,0,299.72,0,1
1048,13659,Affiliate,02/03/2024,3622,4159,0,482.23,0,1
1009,17611,SEO,17/11/2024,6762,3384,0,384.2,0,0
1010,17616,Email,07/02/2023,4320,3662,0,273.88,0,1
1003,13976,Email,02/07/2023,2500,3119,1,284.16,605.57,1
1056,14496,SEO,28/08/2024,5114,1166,0,394.58,0,1
1032,16005,Affiliate,27/07/2023,7068,3286,0,,0,0
1085,13980,Google Ads,23/07/2023,4371,1201,0,456.9,0,0
1030,14098,Facebook,03/12/2024,6065,1978,0,57.39,0,0
1004,15698,Instagram,30/07/2024,3868,1417,0,80.08,0,1
1008,12526,Email,04/03/2024,9643,1737,1,494.48,688.8,0
1030,14914,Affiliate,24/10/2024,2451,1127,0,331.26,0,0
1079,11425,Google Ads,30/12/2024,9262,1422,0,33.89,0,1
1019,19596,Affiliate,24/10/2023,3282,4773,0,364.25,0,0
1017,11848,Affiliate,23/08/2024,8162,4682,1,188.48,415.7,0
1016,17020,SEO,29/09/2024,7297,1937,1,20.88,32.71,0
1046,10832,Facebook,26/02/2024,3105,1687,0,105.13,0,1
1051,16583,Facebook,24/10/2024,7677,3147,0,148.97,0,1
1069,13397,SEO,12/02/2023,4350,3448,0,160.63,0,0
1058,14953,Google Ads,19/04/2023,7271,498,0,181.94,0,1
1006,13339,Google Ads,26/10/2023,2361,1847,1,247.11,538.88,0
1095,17192,SEO,25/01/2023,329,2622,0,81.51,0,0
1080,10455,Email,15/05/2023,3630,946,0,464,0,1
1026,19494,SEO,20/02/2023,1344,1693,0,391.1,0,1
1098,15891,Affiliate,06/06/2024,2064,3401,0,397.78,0,0
1031,19346,Instagram,21/02/2023,7629,3509,0,415.44,0,0
1087,19437,Affiliate,18/11/2024,3492,4589,0,240.38,0,0
1087,17073,SEO,29/09/2023,853,4696,0,317.72,0,0
1064,15588,Affiliate,12/05/2023,9172,2952,0,242.54,0,0
1042,15257,Facebook,30/03/2024,2712,2492,0,444.5,0,1
1073,12134,Affiliate,15/10/2024,6249,4326,0,442.97,0,0
1061,13006,Affiliate,20/05/2024,6145,638,0,89.35,0,0
1039,17740,Google Ads,15/05/2024,8539,122,0,246.62,0,0
1003,18934,Instagram,22/10/2024,1109,1213,0,242.56,0,0
1070,12894,Email,21/11/2024,1091,3891,0,22.18,0,0
1026,14829,Affiliate,28/05/2023,6474,3462,0,83.34,0,0
1096,11004,Instagram,23/05/2023,2042,1779,0,264.54,0,0
1069,15830,Google Ads,08/11/2023,9463,1637,0,171.84,0,1
1048,18075,,16/09/2024,1907,1535,0,363.42,0,1
1081,13897,Affiliate,28/04/2024,1812,4394,0,117.7,0,0
1049,17021,Affiliate,01/03/2024,4441,1189,0,204.73,0,0
1056,15411,Email,24/05/2023,4048,4320,0,115.89,0,0
1057,10553,Affiliate,04/08/2024,6137,2348,0,296.72,0,1
1015,17638,Instagram,19/09/2023,5558,2798,0,184.38,0,0
1002,17928,Email,27/11/2023,8928,4543,0,211.83,0,0
1066,19448,Google Ads,24/04/2024,7274,1294,0,172.25,0,1
1010,13360,Email,09/04/2024,5589,4843,0,325.36,0,0
1077,17933,SEO,29/08/2023,3789,355,0,357.84,0,0
1037,14992,Facebook,11/10/2023,3715,2855,0,15.16,0,0
1049,10845,Google Ads,01/06/2024,1955,,0,380.83,0,1
1034,18448,SEO,27/04/2024,4554,2526,0,486.37,0,0
1081,10149,SEO,20/11/2024,9621,4802,0,392.66,0,0
1065,13738,SEO,23/08/2023,598,538,0,98.63,0,0
1020,10258,Google Ads,21/12/2023,5358,3881,0,480.49,0,1
1023,10781,Email,20/10/2024,3338,3249,0,305.26,0,0
1097,19781,Email,04/11/2024,1936,2289,1,28.79,85.79,0
1058,14620,Facebook,08/08/2024,2932,116,0,219.86,0,1
1012,19491,Affiliate,14/06/2024,2919,2442,0,,0,0
1059,10100,Facebook,28/04/2024,0,3286,1,212.44,552.83,1
1069,13832,Email,15/04/2023,6425,123,0,331.36,0,1
1081,10870,Affiliate,01/11/2023,281,2871,0,307.16,0,0
1069,17296,SEO,18/05/2023,6627,4089,1,429.1,768.13,0
1072,12330,Affiliate,12/05/2023,570,1235,0,269.97,0,0
1044,16734,Instagram,01/04/2024,8593,4225,0,249.23,0,1
1038,13904,Affiliate,18/10/2023,9832,29,0,68.53,0,0
1099,14861,Facebook,09/10/2023,8790,4714,0,275.56,0,0
1068,15891,Instagram,08/10/2024,2892,2537,0,222.56,0,0
1087,18594,SEO,14/05/2024,2684,2047,0,77.26,0,1
1028,11769,SEO,25/01/2024,7151,3382,0,129.34,0,0
1018,13765,SEO,17/11/2024,6613,1228,0,302.75,0,0
1021,14103,Affiliate,21/04/2024,6940,2043,0,285.62,0,0
1052,13955,Email,04/11/2023,3011,3281,0,,0,0
1022,12599,Instagram,11/07/2024,9152,2827,0,236.92,0,0
1036,12815,Google Ads,18/01/2023,400,220,0,344.4,0,0
1009,19886,Google Ads,05/06/2023,9980,1783,0,356.05,0,1
1050,10614,Google Ads,25/04/2023,2944,350,0,60.5,0,0
1048,15707,Affiliate,17/03/2023,4072,1134,1,182.43,366.46,0
1005,16385,SEO,02/05/2024,6056,4507,1,297.17,592.54,0
1016,11646,SEO,17/06/2023,4493,4831,0,443.58,0,0
1001,15614,Google Ads,30/08/2023,8917,2140,0,261.44,0,0
1009,10639,Affiliate,08/09/2024,2410,3688,0,309.33,0,0
1053,16733,Facebook,11/03/2023,650,4879,0,146.71,0,0
1091,16800,Google Ads,29/01/2024,6144,956,0,206.7,0,0
1027,19191,Affiliate,08/04/2023,465,4945,0,204.38,0,0
1041,14864,Affiliate,25/07/2023,7146,613,0,153.74,0,0
1006,18219,Email,17/01/2024,8992,1695,0,379.53,0,0
1079,13563,SEO,28/07/2023,9647,940,1,61.67,172.97,0
1010,18562,Email,09/03/2023,2368,2763,0,32.4,0,0
1035,13621,Email,29/08/2023,370,4552,0,141.31,0,1
1036,10716,Affiliate,29/09/2023,6845,1098,0,124.87,0,0
1040,15565,Instagram,31/12/2024,9735,2897,0,161.75,0,0
1007,15265,Email,25/12/2024,2165,1244,0,335.6,0,0
1058,12297,Email,07/09/2023,2519,2927,0,324.04,0,1
1089,13948,Instagram,19/10/2023,4668,2651,0,315.69,0,0
1087,11548,Google Ads,07/11/2024,6557,2058,0,158.44,0,0
1098,19696,Affiliate,20/10/2024,631,3674,0,93.5,0,0
1036,10000,SEO,07/10/2023,3906,1287,1,216.86,479.7,0
1045,13772,SEO,24/08/2024,6136,3280,0,291.22,0,0
1039,16152,Instagram,22/01/2023,919,4489,0,244,0,0
1007,13790,Email,20/09/2023,9395,1263,0,206.2,0,0
1024,18215,Email,29/03/2024,5222,,0,285.86,0,0
1040,17920,email,27/01/2024,6477,4451,1,112.48,210.74,0
1081,11963,Affiliate,10/06/2024,4442,1013,0,386.03,0,0
1008,19047,Facebook,11/08/2023,374,1922,0,396.36,0,1
1059,14516,Instagram,28/12/2024,6994,1341,0,54.47,0,0
1040,16930,Instagram,17/12/2024,782,4502,0,228.85,0,0
1087,11178,Facebook,16/09/2024,8608,4444,0,350.48,0,0
1036,10362,Google Ads,03/09/2024,5326,2281,0,457.16,0,0
1051,16539,Affiliate,03/12/2023,2920,1345,0,263.06,0,0
1096,16999,Email,27/02/2024,2903,1847,0,242.47,0,0
1048,15792,Affiliate,11/11/2024,1331,2107,0,16.19,0,0
1042,10340,Facebook,29/07/2024,7896,63,0,182.92,0,0
1098,17762,Instagram,12/10/2024,653,1103,0,62.64,0,1
1065,16048,Email,18/07/2024,1096,3942,1,91.64,158.35,0
1062,10823,Facebook,03/02/2023,2795,494,0,261.25,0,0
1038,15237,Email,17/05/2024,2136,4536,0,141,0,1
1035,16959,Affiliate,02/12/2024,1125,3545,0,,0,0
1017,16156,Email,15/12/2024,3554,4667,0,423.09,0,1
1011,13598,SEO,01/08/2024,5778,4564,0,390.27,0,1
1001,14798,Email,25/12/2024,777,4552,0,453.76,0,0
1047,16013,Instagram,24/11/2024,3114,2853,0,361.26,0,0
1043,14310,Instagram,15/06/2024,1774,4104,0,466.24,0,1
1010,19481,Facebook,05/06/2024,5889,922,0,6.78,0,1
1016,18181,Instagram,23/10/2023,8190,4468,0,245.27,0,0
1063,16553,Email,04/05/2023,9462,1214,0,424.74,0,0
1097,15729,Email,22/08/2024,6600,4807,0,127.59,0,0
1059,12433,SEO,29/10/2024,7298,4782,1,331.02,537.2,0
1007,19079,Google Ads,10/03/2023,344,2992,0,23.96,0,0
1028,10395,SEO,08/10/2023,4422,1580,1,100.23,145,0
1057,19108,Instagram,03/08/2023,7706,3582,1,199.33,445.67,0
1016,19797,Google Ads,06/08/2024,3298,1547,1,310.15,553.43,1
1069,12049,Facebook,11/12/2024,1968,,0,320.73,0,0
1028,15279,Google Ads,19/10/2024,2586,2654,0,158.54,0,0
1085,12193,Google Ads,26/02/2024,4013,4748,0,493.25,0,0
1017,10112,SEO,27/02/2023,5929,1972,0,291.37,0,0
1072,19167,SEO,07/02/2023,6381,533,0,376.02,0,0
1043,14650,Email,01/02/2024,4838,838,0,106.04,0,0
1037,17289,Affiliate,24/08/2023,4681,2837,1,296.4,871.84,0
1023,18093,Email,12/02/2024,1829,3229,0,438.63,0,0
1073,10815,Affiliate,17/06/2024,8201,2206,0,251.88,0,0
1051,15413,Instagram,21/12/2024,6843,1371,0,425.6,0,0
1083,17518,Instagram,12/08/2024,1832,1139,0,235.1,0,0
1068,10740,Google Ads,11/06/2023,5409,4677,0,262.9,0,1
1071,11910,SEO,24/11/2023,2249,4510,0,85.39,0,0
1059,10700,Instagram,04/06/2024,537,4837,0,51.1,0,0
1004,15848,SEO,17/11/2024,8230,3571,0,418.92,0,1
1057,12667,Google Ads,07/10/2024,1852,2800,0,87.21,0,1
1028,14858,Facebook,17/03/2023,7513,577,0,326.19,0,0
1041,12794,Email,31/05/2023,264,4688,0,128.74,0,0
1064,19371,Facebook,13/10/2023,3813,468,0,376.88,0,0
1012,11525,SEO,15/01/2023,359,1088,0,160.24,0,0
1025,18508,Google Ads,06/11/2023,1396,871,1,166.96,257.82,1
1086,14418,Facebook,24/01/2024,2917,4105,0,74.59,0,1
1038,13049,Facebook,02/11/2024,5712,4988,1,381.14,706.9,1
1093,13810,Affiliate,25/12/2024,1722,546,0,406.8,0,1
1031,17579,Google Ads,28/01/2024,7627,2316,0,333.51,0,0
1074,18142,Facebook,14/04/2024,7604,1560,0,346.04,0,0
1087,17849,SEO,05/12/2024,2567,3256,0,,0,0
1099,12822,Affiliate,21/08/2024,3574,3612,1,42.57,85.53,0
1010,16713,Email,13/07/2024,4739,1741,0,308.95,0,1
1060,16755,Facebook,08/09/2023,1764,121,0,250.37,0,0
1061,17430,Google Ads,18/11/2024,8708,1675,0,227.78,0,0
1020,17496,SEO,28/07/2024,7000,3066,0,91.26,0,0
1050,18619,Facebook,24/07/2023,7416,3594,0,46.08,0,0
1007,16278,Affiliate,05/06/2023,4098,,1,216.84,321.12,1
1052,10377,Affiliate,13/08/2024,5751,2944,0,414.06,0,0
1023,14060,Affiliate,25/11/2024,7446,269,0,23.81,0,0
1035,15691,Google Ads,22/04/2023,7273,2839,1,395.01,600.62,0
1003,14675,Affiliate,11/09/2023,5942,,1,491.19,699.24,1
1067,19001,Affiliate,30/04/2023,8156,3469,0,374.31,0,0
1093,12391,,06/09/2023,1453,2884,0,149.36,0,1
1046,15666,Google Ads,08/01/2024,9509,1257,0,60.65,0,0
1078,16900,Facebook,17/09/2024,7641,4648,0,74.54,0,0
